X,Y,OBJECTID,FACILITYID,INTID,LATITUDE,LONGITUDE,COUNTDATE,ADT,STREETONE,DIRECTION,STREETTWO,TRAVELDIRE,NEARINTERS,CITY,ADTONE,ADTTWO,CREATIONDATE,LASTUPDATE,NOTES
6179660.02627534,1930771.58857739,4804,2404,2404,37.29008074,-121.81320865,2018/09/26 00:00:00+00,150,TUERS,W of,CLAYBURN,E/W,TUERS&CLAYBURN,San Jose,89,61,,2021/03/18 17:05:47+00, 
6174384.58702308,1922072.56102797,4805,2405,2405,37.26598203,-121.83091563,2018/09/26 00:00:00+00,17050,BRANHAM,E of,SNELL,E/W,BRANHAM&SNELL,San Jose,9074,7976,,2021/03/18 17:05:47+00, 
6165784.159014,1963003.86532006,4806,2406,2406,37.37805557,-121.86250951,2018/09/25 00:00:00+00,14319,JACKSON AVE,N of,COMMODORE DR,N/S,JACKSON AVE&COMMODORE DR,San Jose,8082,6237,,2021/03/18 17:05:47+00, 
6161473.25556234,1947267.59101839,4807,2407,2407,37.33466782,-121.87654614,2018/09/25 00:00:00+00,16673,10TH ST,N of,SAN SALVADOR ST,One Way,10TH ST&SAN SALVADOR ST,San Jose,,,,2021/03/18 17:05:47+00, 
6177085.07079533,1922675.69236764,4808,2408,2408,37.26774125,-121.82165554,2018/09/26 00:00:00+00,11191,BRANHAM,E of,MONTEREY,E/W,BRANHAM&MONTEREY,San Jose,5807,5384,,2021/03/18 17:05:47+00, 
6181742.9715845,1927541.84798965,4809,2409,2409,37.281292,-121.80589384,2018/09/26 00:00:00+00,6259,HELLYER,S of,DOVE,N/S,HELLYER&DOVE,San Jose,3216,3043,,2021/03/18 17:05:47+00, 
6164155.16227199,1934651.06244573,4810,2410,2410,37.3001284,-121.86669065,2018/09/26 00:00:00+00,11542,LITTLE ORCHARD,N of,CURTNER,N/S,LITTLE ORCHARD&CURTNER,San Jose,5461,6081,,2021/03/18 17:05:47+00, 
6168508.15061325,1959330.56197114,4811,2412,2412,37.3680765,-121.85295334,2018/09/25 00:00:00+00,14903,JACKSON AVE,N of,LANNING WAY,N/S,JACKSON AVE&LANNING WAY,San Jose,7174,7729,,2021/03/18 17:05:47+00, 
6148129.48927091,1937321.79726173,4812,2413,2413,37.30680696,-121.92191641,2018/09/12 00:00:00+00,7915,LEIGH,N of,SOUTHWEST EXPY,N/S,LEIGH&SOUTHWEST EXPY,San Jose,3207,4708,,2021/03/18 17:05:47+00, 
6165454.54418766,1952504.82234181,4813,2414,2414,37.34919868,-121.86311676,2018/09/11 00:00:00+00,22022,SANTA CLARA,W of,101 RAMP,E/W,SANTA CLARA&101 RAMP,San Jose,12106,9916,,2021/03/18 17:05:47+00, 
6158966.04699408,1966531.01574606,4814,2415,2415,37.38746679,-121.88615104,2018/09/26 00:00:00+00,15688,LUNDY,N of,MURPHY,N/S,LUNDY&MURPHY,San Jose,7945,7743,,2021/03/18 17:05:47+00, 
6131327.77385867,1936106.46012548,4815,2416,2416,37.30274813,-121.97962107,2018/10/02 00:00:00+00,13603,SAN TOMAS AQUINAS,S of,SARATOGA,N/S,SAN TOMAS AQUINAS&SARATOGA,San Jose,5924,7679,,2021/03/18 17:05:47+00, 
6174327.42604816,1916770.87117206,4816,2417,2417,37.25142556,-121.83084009,2018/09/19 00:00:00+00,26156,SNELL,N of,BLOSSOM HILL,N/S,SNELL&BLOSSOM HILL,San Jose,12585,13571,,2021/03/18 17:05:47+00, 
6146397.77423042,1935312.2389449,4817,2418,2418,37.30120613,-121.92776119,2018/09/26 00:00:00+00,5939,SOUTHWEST EXPY,S of,STOKES,N/S,SOUTHWEST EXPY&STOKES,San Jose,4744,1195,,2021/03/18 17:05:47+00, 
6126388.10919733,1938704.10486457,4818,2419,2419,37.30966506,-121.99674463,2018/10/02 00:00:00+00,21751,BOLLINGER,W of,LAWRENCE EXPY,E/W,BOLLINGER&LAWRENCE EXPY,San Jose,11453,10298,,2021/03/18 17:05:47+00, 
6181503.288993,1940202.63828482,4819,2420,2420,37.31604978,-121.80732633,2018/09/26 00:00:00+00,10274,NIEMAN,S of,CAPITOL EX,N/S,NIEMAN&CAPITOL EX,San Jose,5137,5137,,2021/03/18 17:05:47+00, 
6174320.24922524,1911421.91238181,4820,2421,2421,37.23673602,-121.8306035,2018/10/02 00:00:00+00,7346,SNELL,S of,SANTA TERESA,N/S,SNELL&SANTA TERESA,San Jose,3505,3841,,2021/03/18 17:05:47+00, 
6183601.11780258,1947284.88888407,4821,2422,2422,37.33557439,-121.80044921,2018/09/26 00:00:00+00,17738,TULLY,E of,WHITE,E/W,TULLY&WHITE,San Jose,8692,9046,,2021/03/18 17:05:47+00, 
6152441.11909908,1956513.20047989,4822,2423,2423,37.35968875,-121.90808761,2018/10/02 00:00:00+00,18657,1ST,N of,BAYSHORE FWY,N/S,1ST&BAYSHORE FWY,San Jose,6648,12009,,2021/03/18 17:05:47+00, 
6173637.12263875,1957207.62330365,4823,2424,2424,37.36243741,-121.83520058,2018/09/26 00:00:00+00,23765,ALUM ROCK AVE,E of,CAPITOL AVE,E/W,ALUM ROCK AVE&CAPITOL AVE,San Jose,10373,13392,,2021/03/18 17:05:47+00, 
6148176.26509599,1937233.35682181,4824,2426,2426,37.30656606,-121.92175137,2018/09/12 00:00:00+00,15045,LEIGH,S of,SOUTHWEST EXPY,N/S,LEIGH&SOUTHWEST EXPY,San Jose,6967,8078,,2021/03/18 17:05:47+00, 
6150076.78786975,1960608.52791914,4825,2427,2427,37.37083717,-121.91643509,2018/10/02 00:00:00+00,18506,1ST,S of,BAYSHORE FWY,N/S,1ST&BAYSHORE FWY,San Jose,9920,8586,,2021/03/18 17:05:47+00, 
6175168.84070392,1949457.14339781,4826,2428,2428,37.3412244,-121.82955297,2018/09/26 00:00:00+00,3793,ADRIAN,N of,SULLIVAN,N/S,ADRIAN&SULLIVAN,San Jose,1908,1885,,2021/03/18 17:05:47+00, 
6155633.06875192,1948297.49414231,4827,2429,2429,37.33724699,-121.89668597,2018/09/11 00:00:00+00,16683,JULIAN ST,E of,87,E/W,JULIAN ST&87,San Jose,10536,6147,,2021/03/18 17:05:47+00, 
6168530.2814745,1952653.68917006,4828,2430,2430,37.34974158,-121.8525442,2018/09/25 00:00:00+00,15333,KING RD,S of,SAN ANTONIO ST,N/S,KING RD&SAN ANTONIO ST,San Jose,7807,7526,,2021/03/18 17:05:47+00, 
6183526.60023507,1951317.41887672,4829,2431,2431,37.34665478,-121.80089764,2018/09/26 00:00:00+00,4041,FLINT,S of,COLDWATER,N/S,FLINT&COLDWATER,San Jose,2099,1942,,2021/03/18 17:05:47+00, 
6157474.92924142,1956326.65295273,4830,2432,2432,37.35937164,-121.89076054,2018/09/25 00:00:00+00,15539,HEDDING ST,E of,13TH ST,E/W,HEDDING ST&13TH ST,San Jose,7341,8198,,2021/03/18 17:05:47+00, 
6159699.61212799,1975920.67314781,4831,2433,2433,37.41327102,-121.88410664,2018/09/19 00:00:00+00,44879,LANDESS,W of,680,E/W,LANDESS&680,San Jose,21149,23730,,2021/03/18 17:05:47+00, 
6154925.98420808,1959021.3431014,4832,2434,2434,37.36667724,-121.89967333,2018/09/11 00:00:00+00,10845,OLD BAYSHORE,E of,880,E/W,OLD BAYSHORE&880,San Jose,4972,5873,,2021/03/18 17:05:47+00, 
6166741.63839824,1914085.4113199,4833,2435,2435,37.24374824,-121.85676564,2018/09/12 00:00:00+00,3355,ALLEN,N of,CALERO,N/S,ALLEN&CALERO,San Jose,1677,1678,,2021/03/18 17:05:47+00, 
6160878.88896891,1959960.83466072,4834,2436,2436,37.36949062,-121.87923086,2018/09/25 00:00:00+00,23222,BERRYESSA RD,E of,SIERRA RD,E/W,BERRYESSA RD&SIERRA RD,San Jose,11057,12165,,2021/03/18 17:05:47+00, 
6161751.253694,1976671.71528089,4835,2437,2437,37.41541674,-121.8770816,2018/09/19 00:00:00+00,34873,LANDESS,E of,680,E/W,LANDESS&680,San Jose,19416,15457,,2021/03/18 17:05:47+00, 
6153705.72877458,1959517.42708299,4836,2438,2438,37.36798562,-121.90389959,2018/09/11 00:00:00+00,18174,OLD BAYSHORE,W of,880,E/W,OLD BAYSHORE&880,San Jose,8486,9688,,2021/03/18 17:05:47+00, 
6154574.13189341,1946456.24093506,4837,2439,2439,37.33215501,-121.90022529,2018/09/11 00:00:00+00,3931,AUTUMN,N of,SANTA CLARA,N/S,AUTUMN&SANTA CLARA,San Jose,2515,1416,,2021/03/18 17:05:47+00, 
6162783.24703683,1937908.89746548,4838,2440,2440,37.30900852,-121.8715683,2018/09/26 00:00:00+00,1670,BARNARD,E of,POMONA,E/W,BARNARD&POMONA,San Jose,828,842,,2021/03/18 17:05:47+00, 
6163335.05072324,1962301.34244689,4839,2441,2441,37.37601801,-121.87089606,2018/09/25 00:00:00+00,26857,BERRYESSA RD,N of,JUNESONG WAY,N/S,BERRYESSA RD&JUNESONG WAY,San Jose,12553,14304,,2021/03/18 17:05:47+00, 
6142228.84096725,1961682.69309364,4840,2442,2442,37.37345202,-121.94348843,2018/09/26 00:00:00+00,46126,TRIMBLE,N of,CENTRAL EXPY,N/S,TRIMBLE&CENTRAL EXPY,San Jose,24207,21919,,2021/03/18 17:05:47+00, 
6158695.52522542,1949348.21382564,4841,2443,2443,37.34025742,-121.88620603,2018/01/31 00:00:00+00,3003,ST JOHN,E of,6TH ST,E/W,ST JOHN&6TH ST,San Jose,1489,1514,,2021/03/18 17:05:47+00, 
6159843.03966266,1950007.65640439,4842,2444,2444,37.34211498,-121.88229271,2018/01/31 00:00:00+00,3054,ST JOHN,W of,10TH ST,E/W,ST JOHN&10TH ST,San Jose,1626,1428,,2021/03/18 17:05:47+00, 
6164201.2350145,1950084.24549006,4843,2445,2445,37.34250123,-121.86730453,2018/01/31 00:00:00+00,3549,SAN ANTONIO,E of,21ST ST,E/W,SAN ANTONIO&21ST ST,San Jose,1691,1858,,2021/03/18 17:05:47+00, 
6166226.08398317,1951289.74078248,4844,2446,2446,37.34589456,-121.86040696,2018/01/31 00:00:00+00,9060,SAN ANTONIO,E of,BONITA AVE,E/W,SAN ANTONIO&BONITA AVE,San Jose,4164,4896,,2021/03/18 17:05:47+00, 
6158748.27118291,1945646.29045522,4845,2447,2447,37.33009345,-121.88583601,2018/01/31 00:00:00+00,3611,SAN SALVADOR,E of,1ST ST,E/W,SAN SALVADOR&1ST ST,San Jose,1501,2110,,2021/03/18 17:05:47+00, 
6158682.43240383,1947707.35818347,4846,2448,2448,37.33575084,-121.88616755,2018/01/31 00:00:00+00,9957,SAN FERNANDO,W of,4TH ST,E/W,SAN FERNANDO&4TH ST,San Jose,6026,3931,,2021/03/18 17:05:47+00, 
6158764.81347266,1947763.96502565,4847,2449,2449,37.33590962,-121.88588693,2018/01/31 00:00:00+00,9646,SAN FERNANDO,E of,4TH ST,E/W,SAN FERNANDO&4TH ST,San Jose,4417,5229,,2021/03/18 17:05:47+00, 
6157991.73890333,1948997.5560624,4848,2450,2450,37.33927734,-121.8886079,2018/01/31 00:00:00+00,6671,4TH ST,N of,ST JOHN ST,One Way,4TH ST&ST JOHN ST,San Jose,,,,2021/03/18 17:05:47+00, 
6158307.17495225,1948449.43019015,4849,2451,2451,37.33778494,-121.88749506,2018/01/31 00:00:00+00,7875,4TH ST,N of,SANTA CLARA ST,One Way,4TH ST&SANTA CLARA ST,San Jose,,,,2021/03/18 17:05:47+00, 
6158436.94437775,1947506.18601364,4850,2452,2452,37.33519991,-121.88700046,2018/01/31 00:00:00+00,11036,3RD ST,S of,SAN FERNANDO,One Way,3RD ST&SAN FERNANDO,San Jose,,,,2021/03/18 17:05:47+00, 
6159988.67946325,1946365.60791422,4851,2453,2453,37.33211922,-121.88160722,2018/01/31 00:00:00+00,10023,SAN SALVADOR,E of,5TH ST,E/W,SAN SALVADOR&5TH ST,San Jose,3496,6527,,2021/03/18 17:05:47+00, 
6156657.99452358,1948241.4040314,4852,2454,2454,37.33713888,-121.89316376,2018/01/31 00:00:00+00,4771,ST JOHN,E of,MARKET ST,E/W,ST JOHN&MARKET ST,San Jose,1763,3008,,2021/03/18 17:05:47+00, 
6157751.4290165,1948806.32022439,4853,2455,2455,37.33873084,-121.88942551,2018/01/31 00:00:00+00,4911,ST JOHN,E of,3RD ST,E/W,ST JOHN&3RD ST,San Jose,2949,1962,,2021/03/18 17:05:47+00, 
6185562.52267241,1939293.59974857,4854,2456,2456,37.31370346,-121.79332378,2006/10/18 00:00:00+00,40744,Aborn Rd,W of,White Rd, ,Aborn Rd & White Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6186179.00667566,1939242.01356564,4855,2457,2457,37.31359504,-121.79119778,2006/10/18 00:00:00+00,31665,San Felipe Rd,S of,White Rd, ,San Felipe Rd & White Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6164453.43267283,1921286.54914856,4856,2458,2458,37.26343852,-121.86499057,2005/09/26 00:00:00+00,16244,Pearl Av,N of,Adamo Dr, ,Pearl Av & Adamo Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6176197.98300257,1947899.99132839,4857,2459,2459,37.33697709,-121.82593364,2005/10/12 00:00:00+00,15957,Ocala Av,W of,Adrian Wy, ,Ocala Av & Adrian Wy,San Jose,,,,2021/03/18 17:05:47+00, 
6176405.58330916,1948075.70751239,4858,2460,2460,37.33746768,-121.82522833,2005/10/12 00:00:00+00,14833,Ocala Av,E of,Adrian Wy, ,Ocala Av & Adrian Wy,San Jose,,,,2021/03/18 17:05:47+00, 
6170218.55598508,1931653.67638014,4859,2461,2461,37.29212717,-121.84569519,2006/07/10 00:00:00+00,6240,Lewis Rd,W of,Aiello Dr, ,Lewis Rd & Aiello Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6128714.15703866,1933264.45202997,4860,2462,2462,37.29482515,-121.98843954,2005/05/23 00:00:00+00,30692,Saratoga Av,S of,Atherton Av, ,Saratoga Av & Atherton Av,San Jose,,,,2021/03/18 17:05:47+00, 
6128850.05112383,1933407.66237348,4861,2463,2463,37.29522441,-121.98798014,2005/05/23 00:00:00+00,33546,Saratoga Av,N of,Atherton Av, ,Saratoga Av & Atherton Av,San Jose,,,,2021/03/18 17:05:47+00, 
6128885.37782483,1933244.95042856,4862,2464,2464,37.29478909,-121.98785718,2005/05/23 00:00:00+00,5021,Atherton Av,E of,Saratoga Av, ,Atherton Av & Saratoga Av,San Jose,,,,2021/03/18 17:05:47+00, 
6203161.5744165,1900777.32081014,4863,2465,2465,37.20859063,-121.73106745,2009/03/11 00:00:00+00,6480,Monterey Rd,N of,Bailey Rd, ,Monterey Rd & Bailey Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6204364.60416266,1899259.06039523,4864,2466,2466,37.20446449,-121.72686861,2009/03/11 00:00:00+00,9450,Monterey Rd,S of,Bailey Rd, ,Monterey Rd & Bailey Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6121027.18914491,1936762.04706889,4865,2467,2467,37.30409881,-122.01505362,2008/11/03 00:00:00+00,10330,Miller Av,N of,Bancroft Wy, ,Miller Av & Bancroft Wy,San Jose,,,,2021/03/18 17:05:47+00, 
6121025.28134033,1936469.16117173,4866,2468,2468,37.30329442,-122.01504387,2008/11/03 00:00:00+00,10030,Miller Av,S of,Bancroft Wy, ,Miller Av & Bancroft Wy,San Jose,,,,2021/03/18 17:05:47+00, 
6172812.81752883,1967763.57725731,4867,2469,2469,37.39139532,-121.83856065,2008/05/07 00:00:00+00,6930,Penitencia Creek Rd,W of,Bard St, ,Penitencia Creek Rd & Bard St,San Jose,,,,2021/03/18 17:05:47+00, 
6145125.495607,1918682.69510432,4868,2470,2470,37.25549217,-121.9312589,2005/04/28 00:00:00+00,22730,Union Av,S of,Barrett Av, ,Union Av & Barrett Av,San Jose,,,,2021/03/18 17:05:47+00, 
6178208.57182917,1915870.12920715,4869,2471,2471,37.24910269,-121.81746322,2009/01/16 00:00:00+00,7140,Lean Av,S of,Belden Dr, ,Lean Av & Belden Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6153322.77612841,1917681.22761907,4870,2472,2472,37.25307528,-121.90305521,2006/11/15 00:00:00+00,23256,Branham Ln,W of,Kirk Rd, ,Branham Ln & Kirk Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6153552.05880633,1917790.53415897,4871,2473,2473,37.25338422,-121.90226912,2006/11/15 00:00:00+00,22728,Branham Ln,E of,Kirk Rd, ,Branham Ln & Kirk Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6127070.36898766,1929072.39250073,4872,2474,2474,37.28324355,-121.9938697,2005/02/28 00:00:00+00,7340,Bucknall Rd,E of,Quito Rd, ,Bucknall Rd & Quito Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6131920.88061208,1929120.79102598,4873,2475,2475,37.28358788,-121.97720221,2005/03/03 00:00:00+00,5462,Bucknall Rd,W of,San Tomas Rd, ,Bucknall Rd & San Tomas Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6132150.28828974,1934037.33007739,4874,2476,2476,37.29710465,-121.9766676,2007/09/14 00:00:00+00,11560,San Tomas Aquino Rd,N of,San Tomas Rd, ,San Tomas Aquino Rd & San Tomas Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6123752.79589841,1936403.39391482,4875,2477,2477,37.30323131,-122.00566322,2005/11/08 00:00:00+00,5760,Johnson Av,S of,Castle Glen Av, ,Johnson Av & Castle Glen Av,San Jose,,,,2021/03/18 17:05:47+00, 
6123848.47549708,1936704.63609448,4876,2478,2478,37.30406275,-122.00535097,2005/11/08 00:00:00+00,5680,Johnson Av,N of,Castle Glen Av, ,Johnson Av & Castle Glen Av,San Jose,,,,2021/03/18 17:05:47+00, 
6148589.45554258,1953407.77657264,4877,2479,2479,37.35099877,-121.92118227,2010/06/03 00:00:00+00,33676,Coleman Av,N of,Airport Bl, ,Coleman Av & Airport Bl,San Jose,,,,2021/03/18 17:05:47+00, 
6147665.63652408,1964814.91484757,4878,2480,2480,37.38228801,-121.92495189,2007/04/18 00:00:00+00,25617,First St,S of,Component Dr, ,First St & Component Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6147453.33215867,1965170.3819844,4879,2481,2481,37.38325529,-121.92570095,2007/04/18 00:00:00+00,25206,First St,N of,Component Dr, ,First St & Component Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6182071.1638415,1912276.23252356,4880,2482,2482,37.23937655,-121.80403499,2005/07/18 00:00:00+00,7240,Palmia Dr,W of,Cottle Rd, ,Palmia Dr & Cottle Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6185664.8574415,1940228.56539831,4881,2483,2483,37.31628478,-121.79300987,2005/05/19 00:00:00+00,29311,White Rd,N of,D Amico Dr, ,White Rd & D Amico Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6185769.63511908,1940011.07961281,4882,2484,2484,37.31569148,-121.79263924,2005/05/19 00:00:00+00,29152,White Rd,S of,D Amico Dr, ,White Rd & D Amico Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6164618.09638549,1957762.40336207,4883,2485,2485,37.36361486,-121.86625913,2009/05/20 00:00:00+00,15140,King Rd,S of,Dobbin Dr, ,King Rd & Dobbin Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6150586.8606685,1942587.7302994,4884,2486,2486,37.32136718,-121.91373694,2005/12/12 00:00:00+00,23214,Meridian Av,S of,Douglas St, ,Meridian Av & Douglas St,San Jose,,,,2021/03/18 17:05:47+00, 
6150588.831137,1942796.1176779,4885,2487,2487,37.32193954,-121.91374099,2005/12/12 00:00:00+00,21906,Meridian Av,N of,Douglas St, ,Meridian Av & Douglas St,San Jose,,,,2021/03/18 17:05:47+00, 
6171714.91126008,1932914.49078764,4886,2488,2488,37.29564856,-121.84061403,2006/07/11 00:00:00+00,8130,Lewis Rd,E of,Durant Av, ,Lewis Rd & Durant Av,San Jose,,,,2021/03/18 17:05:47+00, 
6138830.37696366,1938204.28663848,4887,2489,2489,37.30882969,-121.95394077,2005/06/01 00:00:00+00,8932,Williams Rd,E of,Eden Av, ,Williams Rd & Eden Av,San Jose,,,,2021/03/18 17:05:47+00, 
6132094.12829708,1928370.41982332,4888,2490,2490,37.28154082,-121.97655379,2005/09/19 00:00:00+00,14481,Fenian Dr,S of,Rincon Av, ,Fenian Dr & Rincon Av,San Jose,,,,2021/03/18 17:05:47+00, 
6132144.43364267,1927569.19537589,4889,2491,2491,37.27934233,-121.97633715,2005/11/15 00:00:00+00,14017,Fenian Dr,N of,Valerie Dr, ,Fenian Dr & Valerie Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6132107.190935,1927329.36252223,4890,2492,2492,37.27867782,-121.97645139,2005/11/15 00:00:00+00,13535,Fenian Dr,S of,Valerie Dr, ,Fenian Dr & Valerie Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6154505.34758216,1952525.8029429,4891,2493,2493,37.34881225,-121.90078132,2006/02/13 00:00:00+00,16778,Taylor St,W of,First St, ,Taylor St & First St,San Jose,,,,2021/03/18 17:05:47+00, 
6154554.64111875,1952815.31056598,4892,2494,2494,37.34962086,-121.90062599,2006/02/13 00:00:00+00,15151,First St,N of,Taylor St, ,First St & Taylor St,San Jose,,,,2021/03/18 17:05:47+00, 
6154781.980231,1952685.44501206,4893,2495,2495,37.34926202,-121.89983802,2006/02/13 00:00:00+00,13333,Taylor St,E of,First St, ,Taylor St & First St,San Jose,,,,2021/03/18 17:05:47+00, 
6154786.19216482,1952417.33170314,4894,2496,2496,37.34853746,-121.8998092,2006/02/13 00:00:00+00,12964,First St,S of,Taylor St, ,First St & Taylor St,San Jose,,,,2021/03/18 17:05:47+00, 
6173289.64761192,1945471.45681539,4895,2497,2497,37.33019415,-121.83581768,2005/09/14 00:00:00+00,5090,Havana Dr,E of,Florida Av, ,Havana Dr & Florida Av,San Jose,,,,2021/03/18 17:05:47+00, 
6168532.08986983,1969801.67849606,4896,2498,2498,37.3968216,-121.85339115,2008/09/17 00:00:00+00,9930,Sierra Rd,E of,Gehrig Av, ,Sierra Rd & Gehrig Av,San Jose,,,,2021/03/18 17:05:47+00, 
6151507.43658325,1936361.96814464,4897,2499,2499,37.3043001,-121.91025612,2006/01/25 00:00:00+00,9090,Willow St,E of,Glen Eyrie Av, ,Willow St & Glen Eyrie Av,San Jose,,,,2021/03/18 17:05:47+00, 
6151378.35842933,1936290.95680372,4898,2500,2500,37.30409975,-121.9106962,2007/04/02 00:00:00+00,9760,Willow St,W of,Glen Eyrie Av, ,Willow St & Glen Eyrie Av,San Jose,,,,2021/03/18 17:05:47+00, 
6147936.25048417,1918278.18311806,4899,2501,2501,37.25449961,-121.92158181,2005/10/11 00:00:00+00,10548,Leigh Av,S of,Gunston Wy, ,Leigh Av & Gunston Wy,San Jose,,,,2021/03/18 17:05:47+00, 
6179230.07077041,1928444.36718197,4900,2502,2502,37.28366636,-121.81456314,2007/04/10 00:00:00+00,6940,Palisade Dr,S of,Hellyer Av, ,Palisade Dr & Hellyer Av,San Jose,,,,2021/03/18 17:05:47+00, 
6176406.59938325,1928820.39464514,4901,2503,2503,37.28459246,-121.8242964,2007/07/17 00:00:00+00,5900,Hellyer Av,E of,Senter Rd, ,Hellyer Av & Senter Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6148996.79790375,1945782.92797723,4902,2504,2504,37.33007831,-121.91938066,2005/01/25 00:00:00+00,12730,Park Av,N of,Hester Av, ,Park Av & Hester Av,San Jose,,,,2021/03/18 17:05:47+00, 
6179087.94310191,1927720.05596656,4903,2505,2505,37.2816797,-121.81501488,2007/06/19 00:00:00+00,7950,Palisade Dr,N of,Hiawatha Dr, ,Palisade Dr & Hiawatha Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6179094.28757742,1927612.62704757,4904,2506,2506,37.28138485,-121.81498783,2007/06/19 00:00:00+00,6690,Palisade Dr,S of,Hiawatha Dr, ,Palisade Dr & Hiawatha Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6169087.87845641,1974047.33306248,4905,2507,2507,37.40851446,-121.85168774,2006/10/04 00:00:00+00,12189,Piedmont Rd,S of,Hostetter Rd, ,Piedmont Rd & Hostetter Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6169046.26141366,1974124.96709356,4906,2508,2508,37.408726,-121.85183481,2006/10/04 00:00:00+00,11646,Piedmont Rd,N of,Hostetter Rd, ,Piedmont Rd & Hostetter Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6174439.16565408,1951688.5408379,4907,2509,2509,37.34731257,-121.83216832,2006/08/31 00:00:00+00,26800,Story Rd,E of,Jackson Av, ,Story Rd & Jackson Av,San Jose,,,,2021/03/18 17:05:47+00, 
6166149.38170874,1962493.00380898,4908,2510,2510,37.37666725,-121.86122708,2008/11/13 00:00:00+00,12450,Jackson Av,N of,Mossdale Wy, ,Jackson Av & Mossdale Wy,San Jose,,,,2021/03/18 17:05:47+00, 
6174211.75862858,1951687.84562932,4909,2511,2511,37.34731302,-121.83295367,2010/06/02 00:00:00+00,20354,Jackson Av,N of,Story Rd, ,Jackson Av & Story Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6163116.52392933,1953206.39475757,4910,2512,2512,37.35103171,-121.87119231,2010/06/01 00:00:00+00,15438,Julian St,E of,24th St, ,Julian St & 24th St,San Jose,,,,2021/03/18 17:05:47+00, 
6162885.12216116,1953068.60467881,4911,2513,2513,37.35064448,-121.87198668,2008/12/08 00:00:00+00,15180,Julian St,W of,24th St, ,Julian St & 24th St,San Jose,,,,2021/03/18 17:05:47+00, 
6186337.84264408,1939095.36523689,4912,2514,2514,37.31319653,-121.79064893,2005/02/23 00:00:00+00,29354,San Felipe Rd,N of,Keaton Lp, ,San Felipe Rd & Keaton Lp,San Jose,,,,2021/03/18 17:05:47+00, 
6179521.24341641,1938276.1070329,4913,2515,2515,37.31068757,-121.81404396,2010/06/02 00:00:00+00,21719,King Rd,N of,Aborn Rd, ,King Rd & Aborn Rd,San Jose,,,,2021/03/18 17:05:47+00, 
6120086.9137945,1932983.77476981,4914,2516,2516,37.29367685,-122.01808858,2005/10/11 00:00:00+00,16430,Prospect Rd,W of,Larkin Av, ,Prospect Rd & Larkin Av,San Jose,,,,2021/03/18 17:05:47+00, 
6129939.91541392,1934568.5986999,4915,2517,2517,37.29845997,-121.98429735,2005/10/18 00:00:00+00,34073,Saratoga Av,S of,Latimer Av, ,Saratoga Av & Latimer Av,San Jose,,,,2021/03/18 17:05:47+00, 
6170656.87302183,1932023.34361981,4916,2518,2518,37.29315973,-121.84420649,2010/05/19 00:00:00+00,6574,Lewis Rd,E of,Aiello Dr, ,Lewis Rd & Aiello Dr,San Jose,,,,2021/03/18 17:05:47+00, 
6154109.15316458,1932974.78298989,4917,2519,2519,37.29510568,-121.90113791,2007/03/02 00:00:00+00,10520,Pine Av,E of,Lupton Av, ,Pine Av & Lupton Av,San Jose,,,,2021/03/18 17:05:47+00, 
6126920.19901241,1926608.79506573,4918,2520,2520,37.27647717,-121.9942379,2005/01/04 00:00:00+00,20285,Quito Rd,N of,Mccoy Av, ,Quito Rd & Mccoy Av,San Jose,,,,2021/03/18 17:05:47+00, 
6155297.89422542,1933593.98746015,4919,2521,2521,37.29685491,-121.89708339,2008/11/21 00:00:00+00,8010,Pine Av,E of,Newport Av, ,Pine Av & Newport Av,San Jose,,,,2021/03/18 17:05:47+00, 
6169908.25968966,1953517.93776965,4920,2522,2522,37.35215804,-121.84784673,2005/09/12 00:00:00+00,10744,San Antonio St,E of,Oakland Av, ,San Antonio St & Oakland Av,San Jose,,,,2021/03/18 17:05:47+00, 
